gene,logFC,AveExpr,t,P.Value,adj.P.Val,sig,dir
C5orf30,0.489852428618993,6.71246404807306,8.03414959743109,2.7932119464765e-13,2.06649143232768e-10,TRUE,Up in RA
LYRM5,0.448038322920123,7.48601964947555,8.02849709827608,2.88414714909656e-13,2.06649143232768e-10,TRUE,Up in RA
KHSRP,-0.363591278013082,9.46575036980925,-7.9983520819591,3.42104422825639e-13,2.28616979952991e-10,TRUE,Down in RA
NOP2,-0.277370790331028,6.60576589998837,-7.97877798497266,3.82160979951269e-13,2.28616979952991e-10,TRUE,Down in RA
PDDC1,-0.317786828719082,6.51431393214187,-7.97363520119642,3.9343540176836e-13,2.28616979952991e-10,TRUE,Down in RA
ZDHHC17,0.53195141008634,9.6597658767809,7.96955563070218,4.02613087001558e-13,2.28616979952991e-10,TRUE,Up in RA
CHMP5,0.620770682342747,9.05530294178529,7.96853340548063,4.04945829794827e-13,2.28616979952991e-10,TRUE,Up in RA
YPEL5,0.268619579968534,11.0739778037789,7.96803197715648,4.06094997061711e-13,2.28616979952991e-10,TRUE,Up in RA
ITGAL,-0.3482962222492,9.96744638663981,-7.93380726132178,4.92675818707523e-13,2.66763255600674e-10,TRUE,Down in RA
WDR6,-0.309957701852465,9.89899729227758,-7.9284822517925,5.07701431708446e-13,2.66763255600674e-10,TRUE,Down in RA
DVL2,-0.218391344682417,6.81118746652686,-7.90567729017535,5.77360778359499e-13,2.93578643525187e-10,TRUE,Down in RA
BTBD10,0.349407801537454,8.96812434239997,7.89732923226998,6.05163584068383e-13,2.98099799239685e-10,TRUE,Up in RA
SUPT5H,-0.319567933115934,7.39209809527649,-7.87855908988253,6.72618435097613e-13,3.18856096766898e-10,TRUE,Down in RA
CAPZA2,0.456013557419409,10.6778901387931,7.87218689079371,6.97172810798124e-13,3.18856096766898e-10,TRUE,Up in RA
PEX2,0.610054163851877,8.0441024805053,7.86480995649579,7.26710487675164e-13,3.18856096766898e-10,TRUE,Up in RA
SAMSN1,0.57671279342808,8.94713312346223,7.86444273057838,7.28212870875362e-13,3.18856096766898e-10,TRUE,Up in RA
BLOC1S2,0.480681165307117,9.65036998825406,7.85638274862838,7.61974217783203e-13,3.23688305062182e-10,TRUE,Up in RA
COQ2,0.444874222427922,6.9831679372168,7.85215064053399,7.80318187677658e-13,3.23688305062182e-10,TRUE,Up in RA
BCL2A1,1.15834995079186,8.4918533055505,7.8306671328936,8.80409526670163e-13,3.55843470997482e-10,TRUE,Up in RA
PTBP1,-0.278050305888492,10.5644993083988,-7.80726461652045,1.00396139373502e-12,3.87337300388952e-10,TRUE,Down in RA
EXOC6,0.456920792677308,8.19532079446005,7.80664164746548,1.00747505652141e-12,3.87337300388952e-10,TRUE,Up in RA
ABCF1,-0.32245317311637,7.74971380131531,-7.7998539342325,1.0465579681074e-12,3.92783172649451e-10,TRUE,Down in RA
ZNF230,0.663494306450211,5.6713870731096,7.78611009894522,1.13035376208595e-12,4.14366659343276e-10,TRUE,Up in RA
CXorf23,0.567256333069783,6.04968057875471,7.76384515447707,1.28043203823692e-12,4.58714777698376e-10,TRUE,Up in RA
SF3B3,-0.347956421169206,7.29731806914209,-7.75639672827192,1.33492107569792e-12,4.67608020360585e-10,TRUE,Down in RA
RB1CC1,0.472547923327934,9.25051223608553,7.74107011115212,1.45437596944316e-12,4.98376704485488e-10,TRUE,Up in RA
MLLT6,-0.36983704026901,8.68011947969613,-7.73118325497433,1.53699308574039e-12,5.1548131937289e-10,TRUE,Down in RA
SMARCC2,-0.335937600753869,7.66035734907341,-7.72727228137282,1.57094311964313e-12,5.15891174894472e-10,TRUE,Down in RA
TANK,0.350022789244143,9.51366340145591,7.72108700514072,1.62615868890204e-12,5.23125294146182e-10,TRUE,Up in RA
MS4A4A,0.853633218252723,6.49109183988214,7.70811904358551,1.74824194690394e-12,5.51150756180935e-10,TRUE,Up in RA
HAT1,0.79503826209503,7.01250113785783,7.69983449804636,1.83094416092007e-12,5.65905349187905e-10,TRUE,Up in RA
PPP1R12A,0.426328640471599,10.3362907736287,7.65556117691118,2.34317528405388e-12,7.1029753851041e-10,TRUE,Up in RA
MMS19,-0.22119238279493,7.69850757286571,-7.6499651819004,2.41728623437296e-12,7.18937413441904e-10,TRUE,Down in RA
ZBTB4,-0.335234524364633,10.2624875009761,-7.64565690646415,2.47592096732207e-12,7.22739670516624e-10,TRUE,Down in RA
JAK2,0.511183960369767,8.20411333450684,7.63578569506066,2.61563144076946e-12,7.49639970924528e-10,TRUE,Up in RA
NDUFB3,0.634793776000762,9.33561792986673,7.62999536661101,2.70118859511743e-12,7.60336354014929e-10,TRUE,Up in RA
MYCBP2,-0.244049417071784,9.96967400303394,-7.62312235586712,2.80634733437443e-12,7.76078123363931e-10,TRUE,Down in RA
UBE2W,0.465067561955911,8.98606310412925,7.60811421807524,3.0502774958063e-12,8.28991795972323e-10,TRUE,Up in RA
PPP4R2,0.506803856478913,8.88775590896937,7.59273368029264,3.32204522505694e-12,8.87549133602925e-10,TRUE,Up in RA
TBC1D23,0.369978697158803,8.55254482530559,7.58672368916274,3.4346382457274e-12,9.02336711123351e-10,TRUE,Up in RA
TAF7,0.414877744578732,9.01705322079617,7.57045008279563,3.75883840181291e-12,9.71320815209457e-10,TRUE,Up in RA
IRF3,-0.297381300013875,8.29342332884436,-7.56339697811186,3.90859551488139e-12,9.9036089537787e-10,TRUE,Down in RA
ZNF267,0.792520040916434,8.52314713901197,7.56112072003086,3.95817651518149e-12,9.9036089537787e-10,TRUE,Up in RA
ZNF609,-0.367593347855174,6.73504828933673,-7.54502570166008,4.32697738210025e-12,1.06572100740697e-09,TRUE,Down in RA
CPNE8,0.57395219048001,6.34749566905932,7.53958726022584,4.45912859261357e-12,1.08137298469797e-09,TRUE,Up in RA
C18orf25,0.304524978952614,9.46700206658952,7.5316415993518,4.6594191277953e-12,1.09763745641662e-09,TRUE,Up in RA
LPGAT1,0.307140849678747,10.6648030141749,7.53140708539747,4.66546403475948e-12,1.09763745641662e-09,TRUE,Up in RA
GEMIN4,-0.344349810592953,6.39897314053079,-7.51848773798238,5.01075322299032e-12,1.15832873306942e-09,TRUE,Down in RA
BRD2,-0.3078832196622,8.89021119384667,-7.51348200400986,5.15123711488846e-12,1.15832873306942e-09,TRUE,Down in RA
SMARCD1,-0.287532039611922,7.56859572501493,-7.51201131013901,5.19324773267713e-12,1.15832873306942e-09,TRUE,Down in RA
ZMIZ2,-0.331469873166995,7.79820429649788,-7.51117229921782,5.21736598667315e-12,1.15832873306942e-09,TRUE,Down in RA
ATAD2B,0.41482550170479,8.63436625319022,7.49415925954633,5.73105863363534e-12,1.25470385058325e-09,TRUE,Up in RA
TMC8,-0.387515134174888,9.52687402082683,-7.48713221423019,5.95756562343544e-12,1.28642612222209e-09,TRUE,Down in RA
UQCRQ,0.735588022647832,7.90057628583668,7.4773042636511,6.28929025068535e-12,1.33970381380477e-09,TRUE,Up in RA
USP36,-0.392441259156692,7.51238946912321,-7.47032707128247,6.53582689686939e-12,1.3736565250047e-09,TRUE,Down in RA
CPEB2,0.602656289332605,9.50534309993209,7.46019316715337,6.91103313289021e-12,1.43340283254932e-09,TRUE,Up in RA
MTMR6,0.402319658126581,8.91434123072233,7.45606309293904,7.0699937803975e-12,1.4472205504237e-09,TRUE,Up in RA
NFATC3,-0.395610046752708,9.23708130964947,-7.45220349884908,7.22181284938122e-12,1.4472205504237e-09,TRUE,Down in RA
SNRNP200,-0.276883391993957,8.90944203390498,-7.45141839880088,7.25308783121691e-12,1.4472205504237e-09,TRUE,Down in RA
FAM160B1,0.410312862591448,9.97216398695475,7.44832879349908,7.37747146071716e-12,1.44754820124831e-09,TRUE,Up in RA
TBC1D15,0.483926989231359,8.36581223627033,7.44683428077738,7.43839397964305e-12,1.44754820124831e-09,TRUE,Up in RA
DDX27,-0.246210421084626,7.77131323207585,-7.4188528595372,8.67549829235333e-12,1.66770584856543e-09,TRUE,Down in RA
RBM7,0.331036783054882,8.19085276065965,7.41029451892223,9.09304183721922e-12,1.71773045547262e-09,TRUE,Up in RA
SLC16A6,0.433075915289966,7.69444706558199,7.40908420391067,9.15367368265558e-12,1.71773045547262e-09,TRUE,Up in RA
DPAGT1,-0.276095447597785,6.85835148054363,-7.39439247630323,9.92235638622032e-12,1.84007180842342e-09,TRUE,Down in RA
FAR1,0.411638068518395,9.31081100139784,7.39029207886283,1.01480666447594e-11,1.86004621536445e-09,TRUE,Up in RA
CASP2,-0.201525392346898,10.0549627333503,-7.38169909207571,1.06376851872425e-11,1.92737737478739e-09,TRUE,Down in RA
CLSTN1,-0.371169826082396,7.95497079950993,-7.37663438981524,1.09371393593511e-11,1.95147997357032e-09,TRUE,Down in RA
BIRC2,0.459500757744453,9.514629313778,7.37336206990765,1.11350374473537e-11,1.95147997357032e-09,TRUE,Up in RA
NUMA1,-0.315561612242316,7.65936993316938,-7.37138698161857,1.1256193901118e-11,1.95147997357032e-09,TRUE,Down in RA
TTC33,0.715801949653958,6.69218561727963,7.36947633314177,1.13746383539842e-11,1.95147997357032e-09,TRUE,Up in RA
EHMT1,-0.27576569705495,7.39190436515037,-7.36923446128267,1.13897200766649e-11,1.95147997357032e-09,TRUE,Down in RA
CNIH4,0.555717366917,8.3093197251026,7.36183415502732,1.18608467158268e-11,2.01034975033954e-09,TRUE,Up in RA
SNX13,0.517996917785912,8.4519764402294,7.35271515223048,1.24679791305332e-11,2.09077398972974e-09,TRUE,Up in RA
ABHD13,0.526010541236294,6.83110631903217,7.35013935178258,1.26449736232549e-11,2.09813388656176e-09,TRUE,Up in RA
HNRNPUL1,-0.249056385282159,10.52160482103,-7.34497251591704,1.30075373023335e-11,2.12224613338224e-09,TRUE,Down in RA
FAM91A1,0.352218879045973,9.39871679273651,7.34424283458617,1.30595619449392e-11,2.12224613338224e-09,TRUE,Up in RA
AP3D1,-0.260074399561338,8.70929461592728,-7.33748545303875,1.35512337876006e-11,2.17967447136683e-09,TRUE,Down in RA
DYNC1H1,-0.312523268219623,7.39565064941294,-7.3258741333142,1.44392066955101e-11,2.29904257718511e-09,TRUE,Down in RA
SLC37A3,0.643823751202246,7.11973175044157,7.32220894137259,1.47312750961856e-11,2.32172317575747e-09,TRUE,Up in RA
NSUN5P1,-0.299151933069328,8.52391133761905,-7.32041647542142,1.48762317294617e-11,2.32172317575747e-09,TRUE,Down in RA
PCMTD1,0.477593053762895,9.93634990631577,7.31488069241361,1.53328766672429e-11,2.3695307343701e-09,TRUE,Up in RA
ELMOD2,0.458137687938317,8.00372033364234,7.30905340595806,1.58285502467893e-11,2.40771138647097e-09,TRUE,Up in RA
YLPM1,-0.3163463233486,8.70182405594475,-7.30839632550072,1.58854268979877e-11,2.40771138647097e-09,TRUE,Down in RA
FKBP11,-0.325205177721538,8.14390185397079,-7.29712986246303,1.68926979396859e-11,2.50703086111885e-09,TRUE,Down in RA
ZFAND6,0.286417694750695,8.74534430298166,7.29646483395647,1.69540903226652e-11,2.50703086111885e-09,TRUE,Up in RA
BNIP2,0.287233774003886,9.54349367657629,7.29577672460256,1.70178457235118e-11,2.50703086111885e-09,TRUE,Up in RA
PDCD10,0.687661363337115,8.69819210680956,7.28784610539928,1.77699789374971e-11,2.5935942406645e-09,TRUE,Up in RA
MMADHC,0.182402503640319,10.1467023404502,7.28512220858306,1.80358223670961e-11,2.6082446602985e-09,TRUE,Up in RA
FCGBP,-0.744604940950837,5.40013759656137,-7.28261208690946,1.82842826351921e-11,2.62013770162302e-09,TRUE,Down in RA
MAP4K1,-0.348930713338302,7.75940804844861,-7.27520148832172,1.90377285434823e-11,2.69366082140832e-09,TRUE,Down in RA
USP11,-0.344813934096271,7.32699388378248,-7.27422641783461,1.91391240244707e-11,2.69366082140832e-09,TRUE,Down in RA
SCOC,0.969571388305883,6.68281552633232,7.27188981258687,1.93842811009428e-11,2.70402144242621e-09,TRUE,Up in RA
P2RY8,-0.290686786353996,10.4930800256687,-7.26573827859609,2.00446509565135e-11,2.75000282871792e-09,TRUE,Down in RA
AKR1C3,0.773199303002685,6.24754278366574,7.26493197002543,2.01328414614356e-11,2.75000282871792e-09,TRUE,Up in RA
TJAP1,-0.206804997027986,8.22966217354132,-7.26398156606337,2.02372852966617e-11,2.75000282871792e-09,TRUE,Down in RA
DDX24,-0.325096397493303,8.92500133583286,-7.25471315454297,2.12843392584784e-11,2.86756444214867e-09,TRUE,Down in RA
UBA3,0.331344908918708,9.13750123159008,7.23904294493578,2.31777988048889e-11,3.09620036069037e-09,TRUE,Up in RA
PSMC6,0.740328985930894,8.53857658675707,7.23682497684134,2.34589213587845e-11,3.10741997797076e-09,TRUE,Up in RA
CGRRF1,0.605622037833378,6.95974377681344,7.23479121695651,2.37196576892296e-11,3.11537951946365e-09,TRUE,Up in RA
TMEM167B,0.223904494903154,10.0416498225283,7.23328744590245,2.39142880070482e-11,3.11537951946365e-09,TRUE,Up in RA
EXOSC10,-0.310554966647595,8.30548504166609,-7.22955824733853,2.44037913288432e-11,3.15308985833242e-09,TRUE,Down in RA
ARG1,1.36046631995879,6.06695597151904,7.22613811345453,2.48614288199188e-11,3.18610327226326e-09,TRUE,Up in RA
SNX16,0.700259571518484,6.84965346449868,7.21813334658529,2.59659572766144e-11,3.30081761734897e-09,TRUE,Up in RA
TXNDC9,0.543441511439015,8.40181903334037,7.21351265775611,2.66254800748875e-11,3.33717727820929e-09,TRUE,Up in RA
CLK2,-0.178309932207272,9.06657384280838,-7.21316753085089,2.66754004348392e-11,3.33717727820929e-09,TRUE,Down in RA
SP3,0.403313956448669,9.12910627277481,7.21102176335526,2.6987854496883e-11,3.3496814994832e-09,TRUE,Up in RA
RNF146,0.256219055530729,9.42089045275227,7.20777803873663,2.74670683718752e-11,3.35645531654832e-09,TRUE,Up in RA
PLCG1,-0.363726774963255,7.18472814426985,-7.20776980713812,2.74682951110025e-11,3.35645531654832e-09,TRUE,Down in RA
FEM1C,0.348244544395201,7.75647337653527,7.20569437616225,2.77793274075473e-11,3.36835029173206e-09,TRUE,Up in RA
ZFP91,-0.178561837952031,9.6332235400486,-7.1985571734383,2.88757489542895e-11,3.47456817378981e-09,TRUE,Down in RA
CSTA,0.667653587021733,10.335720471525,7.19498117173505,2.94410754505624e-11,3.51575509338799e-09,TRUE,Up in RA
SLC35A5,0.329857796013711,8.08109581905111,7.18825588832901,3.05340670565943e-11,3.6188608948353e-09,TRUE,Up in RA
MAZ,-0.297899965795866,9.50269764066696,-7.18380009263191,3.12802161823017e-11,3.67962722150463e-09,TRUE,Down in RA
MIER1,0.320867272706684,9.68147410746472,7.18166558916886,3.16440086673737e-11,3.69484821202824e-09,TRUE,Up in RA
SPAST,0.323902842748549,8.86501605357022,7.17679034310661,3.24906774185711e-11,3.76581285403629e-09,TRUE,Up in RA
SREBF2,-0.263129982660151,6.40462100729148,-7.16823743499744,3.40304753358943e-11,3.91549184466935e-09,TRUE,Down in RA
PPRC1,-0.320455135804081,6.8134198382631,-7.16530510061191,3.45748202879369e-11,3.94929632028079e-09,TRUE,Down in RA
TNPO2,-0.267116655296467,7.50364103202772,-7.15794571845399,3.59791791791099e-11,4.0612025499663e-09,TRUE,Down in RA
TMEM167A,0.296507442581789,9.62063320801257,7.15748059900266,3.60698063182949e-11,4.0612025499663e-09,TRUE,Up in RA
C14orf2,0.756125971036192,9.35333557004864,7.15581445510959,3.63963051654568e-11,4.06890041363898e-09,TRUE,Up in RA
AZI2,0.471666922705063,7.82501510141253,7.14635403242895,3.83063223553827e-11,4.22537732436105e-09,TRUE,Up in RA
NISCH,-0.279819175437984,8.38405087359443,-7.14622954901528,3.8332104128886e-11,4.22537732436105e-09,TRUE,Down in RA
HDAC1,-0.208359418903449,10.1285188154913,-7.13887055966354,3.98870909827008e-11,4.36625149416884e-09,TRUE,Down in RA
VBP1,0.455989798298155,9.2500805508333,7.13670480826534,4.03564832886456e-11,4.38716721433739e-09,TRUE,Up in RA
SPOPL,0.381970301007235,9.41448900493136,7.12514649726268,4.29554109240357e-11,4.63771330407928e-09,TRUE,Up in RA
CHD8,-0.325493270806079,7.7990800257191,-7.12305536112622,4.34429724069905e-11,4.65844608198225e-09,TRUE,Down in RA
LYPLAL1,0.322635819947143,8.64732742094875,7.11978035781463,4.42175710881133e-11,4.70947008825628e-09,TRUE,Up in RA
NBAS,-0.279225935066835,7.63049234328067,-7.11512277443381,4.53427358161009e-11,4.79689627294764e-09,TRUE,Down in RA
STXBP3,0.328663134244002,9.38067514113282,7.11021340138287,4.65593606544719e-11,4.89203169410209e-09,TRUE,Up in RA
LRBA,-0.33003721198836,8.33043495124442,-7.10900908961851,4.68627028997916e-11,4.89203169410209e-09,TRUE,Down in RA
LIG4,0.711390743790794,5.83696534615117,7.10295846488196,4.84165402807296e-11,5.02098634503382e-09,TRUE,Up in RA
ALG6,0.245798171462393,8.29059979250936,7.09329656353024,5.10039665340724e-11,5.25474199004302e-09,TRUE,Up in RA
GXYLT1,0.296328032930455,6.68746787931171,7.08727277909498,5.26857742669223e-11,5.39276532317855e-09,TRUE,Up in RA
NFYB,0.697118452738016,6.36309828831342,7.07688101856115,5.57168429863113e-11,5.66622319995629e-09,TRUE,Up in RA
PRPF8,-0.313973461995875,8.43208713926697,-7.06827532117555,5.83568692217154e-11,5.89666236885833e-09,TRUE,Down in RA
PELP1,-0.32703994285947,6.41087846273347,-7.0634904790568,5.98778184863715e-11,6.01180925350748e-09,TRUE,Down in RA
AKT2,-0.284756429026625,7.92095595286361,-7.05221052278745,6.36200787036583e-11,6.31666316196482e-09,TRUE,Down in RA
ARID4B,0.390364093653524,10.1923088938806,7.05193117833067,6.37156279104489e-11,6.31666316196482e-09,TRUE,Up in RA
VPS11,-0.243014299277487,7.14968545544895,-7.04739337743914,6.5287777743662e-11,6.4320702535834e-09,TRUE,Down in RA
UBQLN4,-0.268483185396832,7.29746120126834,-7.04048659010247,6.77545149098935e-11,6.59589124235402e-09,TRUE,Down in RA
TRAPPC6B,0.312989943064543,7.88892479988118,7.04039592258111,6.77875011902145e-11,6.59589124235402e-09,TRUE,Up in RA
LENG8,-0.310737752429143,9.28840128109267,-7.03765922713351,6.87906548393143e-11,6.63174752534097e-09,TRUE,Down in RA
RGS18,0.529503299830806,10.2389587449115,7.03710001029506,6.89974366653505e-11,6.63174752534097e-09,TRUE,Up in RA
LYSMD3,0.461996936153126,8.65077605187667,7.03480994715886,6.98506589963522e-11,6.66389948741259e-09,TRUE,Up in RA
LY96,0.916756733564953,9.42362858486699,7.03394011670353,7.01774608203064e-11,6.66389948741259e-09,TRUE,Up in RA
MED30,0.319885133937171,7.6807984726446,7.03170512802511,7.10241049088979e-11,6.7039099741255e-09,TRUE,Up in RA
NIN,0.259778299248248,10.8056791730065,7.02789524054781,7.24906615526105e-11,6.8016089169869e-09,TRUE,Up in RA
NAT1,0.689837710311432,6.56425695368012,7.0172087465763,7.67657789123526e-11,7.09677410057694e-09,TRUE,Up in RA
TBK1,0.361424071930891,8.59198729759018,7.01710269876809,7.68094271940232e-11,7.09677410057694e-09,TRUE,Up in RA
TXN,0.496418260041952,9.46839943014883,7.01484658945156,7.77438504405305e-11,7.09677410057694e-09,TRUE,Up in RA
POLG,-0.204233087800593,7.93028179675052,-7.01424754356372,7.79938407409011e-11,7.09677410057694e-09,TRUE,Down in RA
ITGB7,-0.377959742137149,8.53694037826721,-7.01389608750918,7.81408776910766e-11,7.09677410057694e-09,TRUE,Down in RA
PIP4K2B,-0.268534764266951,8.08032592090951,-7.01342642170143,7.83377969612629e-11,7.09677410057694e-09,TRUE,Down in RA
SELT,0.294225214450701,10.9759368846367,7.01110531645135,7.9318198755105e-11,7.14453009700983e-09,TRUE,Up in RA
ATP11B,0.284069050592778,9.51930707164937,7.01002815609375,7.97772833025878e-11,7.14505293578802e-09,TRUE,Up in RA
MAP4,-0.460928851417927,7.84364377724792,-7.0089113873304,8.02560198100665e-11,7.14732000150327e-09,TRUE,Down in RA
KRCC1,0.443229095824648,7.60254012916827,7.00122921424534,8.36269881120379e-11,7.38835163388317e-09,TRUE,Up in RA
FPGT,0.580415900454852,6.94111400772993,7.00062060007037,8.3899951942212e-11,7.38835163388317e-09,TRUE,Up in RA
SKIL,0.630676902929908,5.96996226089134,6.99757721912921,8.52781674120245e-11,7.46799862730968e-09,TRUE,Up in RA
RPL26L1,0.688588127153037,6.59086257348193,6.99144296505513,8.81244126300262e-11,7.65275697714994e-09,TRUE,Up in RA
SIDT1,-0.330076266989256,8.0295787793285,-6.99094629491766,8.83589272245948e-11,7.65275697714994e-09,TRUE,Down in RA
ANXA1,0.50840565814824,10.3011273259914,6.97606248424362,9.5679927470066e-11,8.22088200254364e-09,TRUE,Up in RA
GMFB,0.402868262891169,8.85088199843482,6.97551261110688,9.59615738417833e-11,8.22088200254364e-09,TRUE,Up in RA
SCRN1,-0.359569430501077,7.0583814811636,-6.96617634564254,1.00870514809891e-10,8.56891301835124e-09,TRUE,Down in RA
SRRM2,-0.269851402645634,10.5072075533499,-6.96572997370296,1.01111325345006e-10,8.56891301835124e-09,TRUE,Down in RA
TATDN2,-0.249649202634828,8.39740175819541,-6.95619880505713,1.06390865815718e-10,8.9681241596426e-09,TRUE,Down in RA
CCDC82,0.760202458169081,7.41168154700796,6.95487164182658,1.07147281452315e-10,8.98384360389813e-09,TRUE,Up in RA
C9orf72,0.449362570274852,9.83796418631665,6.95240061175489,1.0856981748569e-10,9.05495255569804e-09,TRUE,Up in RA
SPTAN1,-0.428789344069454,7.76719152054983,-6.9465612105034,1.12006001480162e-10,9.29237158595678e-09,TRUE,Down in RA
TTC31,-0.240892557670614,8.259120517096,-6.94504876591561,1.12913365503592e-10,9.31860408603729e-09,TRUE,Down in RA
GIN1,0.594126476134003,5.87204021822755,6.94320306287218,1.14030499037769e-10,9.34905937143601e-09,TRUE,Up in RA
CARD11,-0.259684805900735,5.89259128277796,-6.94248412005285,1.14468594727346e-10,9.34905937143601e-09,TRUE,Down in RA
GALNT3,0.435785572483992,8.36205984348749,6.93983534178538,1.16097043828035e-10,9.43318403021294e-09,TRUE,Up in RA
CDC25B,-0.414333245458984,9.25772043359104,-6.93805373655536,1.17205205832778e-10,9.47438799765167e-09,TRUE,Down in RA
CAPZA1,0.199972234443357,11.7649420409979,6.93686443092475,1.17950762150125e-10,9.48600950904297e-09,TRUE,Up in RA
TRRAP,-0.28997191271836,7.79970565422148,-6.93175085958802,1.21210083429268e-10,9.69865251317538e-09,TRUE,Down in RA
APOBEC3C,-0.330431611274215,10.1401642292416,-6.92892353315515,1.23050191094073e-10,9.79616243543373e-09,TRUE,Down in RA
EIF2B5,-0.216462401778622,7.50824501560227,-6.92287388841527,1.27080618633657e-10,1.00661899071474e-08,TRUE,Down in RA
SEMA3C,0.622260999172272,6.13640592055606,6.92004389606056,1.29010506091836e-10,1.0167963037628e-08,TRUE,Up in RA
SLC30A1,0.441571383792846,8.93088257914278,6.91723205173852,1.3095666631491e-10,1.0269999657323e-08,TRUE,Up in RA
GPI,-0.342677458661779,8.83510485397506,-6.91526586808217,1.32334709729029e-10,1.0326693215142e-08,TRUE,Down in RA
MYL6,0.258698095586671,11.9500565877346,6.90658569536524,1.38591481974036e-10,1.07616627111169e-08,TRUE,Up in RA
TMEM131,-0.255142899508091,8.67285006729421,-6.90502401822007,1.39747751906226e-10,1.07840932770582e-08,TRUE,Down in RA
FOXP4,-0.338629562689279,4.57754013372796,-6.90435148233513,1.40248627913274e-10,1.07840932770582e-08,TRUE,Down in RA
DENND1C,-0.294105034165587,7.81675381335835,-6.90225640927462,1.41820334969898e-10,1.08520094181092e-08,TRUE,Down in RA
CLN5,0.263029148393512,8.09301635606067,6.89948482511767,1.43926296691579e-10,1.09599527282578e-08,TRUE,Up in RA
DCP2,0.282787219578308,10.7082384143288,6.89721432832213,1.45674489578973e-10,1.10397450924681e-08,TRUE,Up in RA
TXNDC17,0.414272599398767,6.85952533452199,6.89055028353596,1.50927486915478e-10,1.13831099342042e-08,TRUE,Up in RA
CCDC126,0.619810109631483,7.03137313745679,6.88927991129435,1.51949880807678e-10,1.14056474817687e-08,TRUE,Up in RA
CD58,0.385834524233233,9.69369376603874,6.88636137261359,1.54324681031535e-10,1.1529004488626e-08,TRUE,Up in RA
FBXO8,0.400759060563848,6.61972695066284,6.88505274074051,1.55401368339136e-10,1.15546781562726e-08,TRUE,Up in RA
CHUK,0.409783383004685,7.85171742129311,6.88259381806847,1.57444558874124e-10,1.16402443025146e-08,TRUE,Up in RA
NFATC2IP,-0.346835250617531,9.39980998056225,-6.88189616382486,1.58029073192801e-10,1.16402443025146e-08,TRUE,Down in RA
STRN3,0.387139780846426,7.89932282663811,6.87931704024311,1.6020858953038e-10,1.17131013112249e-08,TRUE,Up in RA
MS4A6A,0.357837338783263,10.3447111139501,6.87896973830974,1.60504338211291e-10,1.17131013112249e-08,TRUE,Up in RA
POLD2,-0.297116058194957,6.88364561012588,-6.87774569399293,1.615509889372e-10,1.17351531733506e-08,TRUE,Down in RA
NAB1,0.448043412222172,9.2649823320349,6.87419590332866,1.6462457422415e-10,1.19035649701618e-08,TRUE,Up in RA
