gene,logFC,AveExpr,t,P.Value,adj.P.Val,sig,dir
B3GNT2,0.835376954304917,8.67632286789426,8.61936553877037,1.12386865970907e-10,6.82462999576264e-08,TRUE,Up in RA
YPEL5,0.43511077061502,10.9594995587304,8.61884087774761,1.1256764568282e-10,6.82462999576264e-08,TRUE,Up in RA
NAB1,0.821455096479062,9.0432135163026,8.57324238652476,1.2945867188643e-10,7.46785446557236e-08,TRUE,Up in RA
TWF1,1.1133456763666,7.18129677701516,8.56530187754683,1.32652366323686e-10,7.46785446557236e-08,TRUE,Up in RA
EVI2A,1.3594736994411,9.76874443190292,8.51489567592633,1.54872186042757e-10,8.25293414087285e-08,TRUE,Up in RA
UBE2W,0.868144325566405,8.8501577491818,8.51031572428396,1.57069101202935e-10,8.25293414087285e-08,TRUE,Up in RA
C5orf30,0.722189353309423,6.46458471110062,8.46385763827559,1.81218048992007e-10,9.21464550406777e-08,TRUE,Up in RA
LIG4,1.3043703571881,5.5506923839547,8.43789200954352,1.96318390421205e-10,9.58885184458198e-08,TRUE,Up in RA
PRPF8,-0.55125299164482,8.55993520832663,-8.43066478787227,2.00743583626978e-10,9.58885184458198e-08,TRUE,Down in RA
VCPIP1,0.803090917832283,7.78831737274135,8.41933249409966,2.0788639401553e-10,9.63798008490237e-08,TRUE,Up in RA
TTC32,1.20558708789982,6.82358542974474,8.38304194192356,2.32538050161692e-10,1.04728493848536e-07,TRUE,Up in RA
ECHS1,-0.519934266560568,8.96016372030044,-8.35747510894778,2.51662515377922e-10,1.10193228608394e-07,TRUE,Down in RA
SIDT2,-0.746981688881144,8.13217207001339,-8.34395948321882,2.62407564376234e-10,1.1179271452061e-07,TRUE,Down in RA
CLSTN1,-0.58274836958665,8.03307152444249,-8.3215290560638,2.81274258922254e-10,1.15877464100903e-07,TRUE,Down in RA
PSMD2,-0.493727622727706,9.32493008864514,-8.31536194172447,2.86698033365172e-10,1.15877464100903e-07,TRUE,Down in RA
CCDC82,1.40439527816393,7.01317483435168,8.29767180671121,3.02850112164434e-10,1.19345657951199e-07,TRUE,Up in RA
CAPZA1,0.386212013907696,11.6899734657085,8.25705697825649,3.43504612943504e-10,1.28648833005132e-07,TRUE,Up in RA
SAMSN1,1.02432107489694,8.60158554033878,8.25371424674654,3.47087026539623e-10,1.28648833005132e-07,TRUE,Up in RA
SP3,0.762748322475916,8.94858456299223,8.25015587322179,3.50942068084799e-10,1.28648833005132e-07,TRUE,Up in RA
SNX13,0.894556509017144,8.17792586007365,8.22301627221397,3.81805051319903e-10,1.33746723469345e-07,TRUE,Up in RA
FMR1,0.724914073136732,9.44088497081789,8.22300506769157,3.81818343977704e-10,1.33746723469345e-07,TRUE,Up in RA
LY96,1.5475493686022,9.32136100874902,8.20388872878802,4.05192649348915e-10,1.38848950688847e-07,TRUE,Up in RA
DPAGT1,-0.467336604138747,7.02130616433964,-8.18439214101283,4.30523533532318e-10,1.42752848181147e-07,TRUE,Down in RA
CGRRF1,1.07531282916251,6.76309185648571,8.18129120203396,4.34697501281169e-10,1.42752848181147e-07,TRUE,Up in RA
CCDC126,1.1062889254445,6.80030472803423,8.13481046634426,5.0239838289068e-10,1.61618483867465e-07,TRUE,Up in RA
GMCL1,0.562177422653822,8.36758751903247,8.11677436264045,5.3145537335638e-10,1.67546621004332e-07,TRUE,Up in RA
CSNK1G3,0.869918058634971,8.38446487545851,8.09552320335064,5.67880433168206e-10,1.68745793023821e-07,TRUE,Up in RA
FNDC3A,0.696451861035442,8.23574787036481,8.09267684508908,5.72947141761013e-10,1.68745793023821e-07,TRUE,Up in RA
RAB33B,0.995700899985977,8.38499969415806,8.08725412038328,5.82726736873316e-10,1.68745793023821e-07,TRUE,Up in RA
HAUS3,1.09954933020735,6.4869848809373,8.08348120363354,5.8963034660547e-10,1.68745793023821e-07,TRUE,Up in RA
PSMC6,1.25082450274761,8.22036451443129,8.0801663247505,5.95764030243364e-10,1.68745793023821e-07,TRUE,Up in RA
NXT2,0.94228602377151,7.45336528916983,8.07780590662294,6.00170895033638e-10,1.68745793023821e-07,TRUE,Up in RA
CHMP5,0.989603087397852,8.76515962266776,8.06230595023056,6.29939051905711e-10,1.68745793023821e-07,TRUE,Up in RA
TAF7,0.72062526454704,8.8914821804598,8.06119569214724,6.32127751705492e-10,1.68745793023821e-07,TRUE,Up in RA
CASP3,0.876824153375583,7.12106198352614,8.05916752900781,6.36145816885062e-10,1.68745793023821e-07,TRUE,Up in RA
HCFC1,-0.699266274501732,8.93482528021736,-8.04620795287893,6.6243698123727e-10,1.68745793023821e-07,TRUE,Down in RA
ZNF292,0.879117557753315,9.39678879392279,8.04609951365728,6.62661542928736e-10,1.68745793023821e-07,TRUE,Up in RA
PUF60,-0.525045966399542,8.80294714758537,-8.0455882555248,6.63721320020103e-10,1.68745793023821e-07,TRUE,Down in RA
OXR1,0.846233333605576,7.89951826395841,8.03988766080807,6.75654617999719e-10,1.6905307529412e-07,TRUE,Up in RA
BIRC2,0.777396914346957,9.20851224371616,8.02714563255302,7.03117932343402e-10,1.71007028393782e-07,TRUE,Up in RA
IDH3G,-0.541029116472691,8.52994481376127,-8.02315320063799,7.11952938343112e-10,1.71007028393782e-07,TRUE,Down in RA
C1GALT1C1,1.00385518814671,7.05007929340766,8.0172638786446,7.25190844359454e-10,1.71007028393782e-07,TRUE,Up in RA
CKS2,1.22926879886395,6.03008324759048,8.01574149782286,7.28653092789307e-10,1.71007028393782e-07,TRUE,Up in RA
HAT1,1.2648584852539,6.79898651756753,8.01179463302888,7.37707157950718e-10,1.71007028393782e-07,TRUE,Up in RA
FAM160B1,0.713448429516772,9.83956634004676,8.00323965743629,7.57724337155493e-10,1.73101575747566e-07,TRUE,Up in RA
MDH2,-0.38849306059385,10.0978118781844,-7.95480861662732,8.81850182939973e-10,1.98580063338326e-07,TRUE,Down in RA
GPR65,0.918211799807471,8.3442968415315,7.94586960044249,9.06914090452922e-10,2.00419013622516e-07,TRUE,Up in RA
CPEB2,1.1244303274448,9.1105899216475,7.94288367543842,9.15445599240064e-10,2.00419013622516e-07,TRUE,Up in RA
IMPA1,0.843291334532699,8.87421077952429,7.92644049411758,9.63901334879377e-10,2.0813666769457e-07,TRUE,Up in RA
ZEB1,0.726725862844964,8.2928297683024,7.9163476393913,9.94918450071481e-10,2.11676746144994e-07,TRUE,Up in RA
DR1,0.761520169388015,9.20157386059876,7.91152193193621,1.01010300499454e-09,2.11676746144994e-07,TRUE,Up in RA
PLEKHA3,0.50561944315413,8.17086660321605,7.90601049668571,1.02773182093505e-09,2.11676746144994e-07,TRUE,Up in RA
TGFBR1,0.635827858365807,9.85094002816098,7.90407053520148,1.03401062317862e-09,2.11676746144994e-07,TRUE,Up in RA
ZDHHC17,0.952109890415619,9.37839004996889,7.89284008225672,1.07112757441242e-09,2.16463896864911e-07,TRUE,Up in RA
SERINC1,0.431723890008146,10.2236800591021,7.8679079821507,1.15841146655458e-09,2.31139746168353e-07,TRUE,Up in RA
PIGS,-0.419579561847849,9.32406751728094,-7.8549925127525,1.20641628726033e-09,2.37483840491141e-07,TRUE,Down in RA
AHCYL1,-0.467072266406638,10.313444328447,-7.85134385562117,1.22033820210508e-09,2.37483840491141e-07,TRUE,Down in RA
MAP4K1,-0.512662265060376,7.87673656564517,-7.84292602050048,1.25307960598704e-09,2.40881632063094e-07,TRUE,Down in RA
APIP,1.0272767306775,5.92148322769282,7.83575836215361,1.28165679204704e-09,2.4340669895226e-07,TRUE,Up in RA
ZNF117,1.57559049114339,7.84994392700377,7.82914014444323,1.30862744188196e-09,2.44235045334636e-07,TRUE,Up in RA
SNX16,1.15264886249964,6.56524030854317,7.82602784290409,1.32150812725079e-09,2.44235045334636e-07,TRUE,Up in RA
TMEM131,-0.380462875566423,8.80332298267724,-7.82339580289803,1.33250104033361e-09,2.44235045334636e-07,TRUE,Down in RA
IMMT,-0.41189174573046,8.49448194539168,-7.81739317247594,1.35791811944162e-09,2.46032911686877e-07,TRUE,Down in RA
EDEM3,0.781207080213834,9.05061601076478,7.80451879172396,1.41409566691313e-09,2.52986303113015e-07,TRUE,Up in RA
NEK7,0.716874824340041,9.57875339127346,7.80132433496265,1.428394403163e-09,2.52986303113015e-07,TRUE,Up in RA
MMADHC,0.318110877377405,10.0605159747177,7.789031577573,1.48479316119935e-09,2.6005327333317e-07,TRUE,Up in RA
FAM188A,0.843506246309182,7.04016227669887,7.78255356290459,1.51541320039146e-09,2.62499541513963e-07,TRUE,Up in RA
SEC24A,0.800330388625966,7.87912050449438,7.77164988667517,1.56839883874054e-09,2.68724683642035e-07,TRUE,Up in RA
PTPN22,0.766258951935944,8.45137634364307,7.76449080846882,1.60420109422914e-09,2.71903460734773e-07,TRUE,Up in RA
HSPA13,1.06651590379588,7.18753154820625,7.75116892287742,1.67303418182398e-09,2.78380835924765e-07,TRUE,Up in RA
C21orf91,0.737148477739563,8.97898618409666,7.75027890281329,1.67773770302942e-09,2.78380835924765e-07,TRUE,Up in RA
AP1B1,-0.550413293062107,7.3864616967702,-7.74394690217649,1.71158816926994e-09,2.81039211585439e-07,TRUE,Down in RA
RAB8B,0.378914327646687,10.9520622052792,7.72911280553615,1.79361472546408e-09,2.91471638324642e-07,TRUE,Up in RA
NDRG3,-0.42162541431077,9.39404780004411,-7.72069042488029,1.84194141751464e-09,2.9346808978753e-07,TRUE,Down in RA
FPGT,1.06303671489944,6.77241004281274,7.72048519805905,1.84313524639761e-09,2.9346808978753e-07,TRUE,Up in RA
ITGAV,1.28392894327496,6.54496488164743,7.71657234634258,1.86604674212883e-09,2.94144947961768e-07,TRUE,Up in RA
RRM2B,0.715247447416256,8.88596183670869,7.71126787452072,1.89756647250681e-09,2.95358388347307e-07,TRUE,Up in RA
CNIH4,0.863249076085499,8.21823169591924,7.70503257391386,1.93530506602794e-09,2.95358388347307e-07,TRUE,Up in RA
PSMD10,0.637204042471264,7.43981670634507,7.70096340908731,1.96034086944464e-09,2.95358388347307e-07,TRUE,Up in RA
RNF19A,0.69019659644512,8.84150801986734,7.7002496766965,1.96476572808958e-09,2.95358388347307e-07,TRUE,Up in RA
MED30,0.557029184548165,7.53252888945863,7.69982038653818,1.96743201018e-09,2.95358388347307e-07,TRUE,Up in RA
CD69,1.45430373527398,6.7282090628604,7.69238020175853,2.01422673137318e-09,2.97569626428015e-07,TRUE,Up in RA
MBIP,0.616135836523229,6.28735228993054,7.68699942741449,2.04876731383771e-09,2.97569626428015e-07,TRUE,Up in RA
TBC1D23,0.603102196332354,8.36214788457592,7.68696707010648,2.04897682159787e-09,2.97569626428015e-07,TRUE,Up in RA
EFTUD2,-0.5292786385155,8.27172598286087,-7.68562703038738,2.05767235175116e-09,2.97569626428015e-07,TRUE,Down in RA
POM121,-0.578835232404923,7.00941984202468,-7.68207509363816,2.08090149840323e-09,2.98193184721183e-07,TRUE,Down in RA
COMMD8,1.52347310741244,7.41813870593787,7.67260993134638,2.14410273128442e-09,3.03941946748239e-07,TRUE,Up in RA
RBBP8,0.910580068951974,6.11141700806138,7.67033457866391,2.1595824421622e-09,3.03941946748239e-07,TRUE,Up in RA
PPP4R2,0.860578373117073,8.56182530146639,7.65055109166753,2.29901728896839e-09,3.20702739168219e-07,TRUE,Up in RA
TMCO1,0.953215225476868,9.05115015014567,7.64531673476031,2.33740585734101e-09,3.23197618677775e-07,TRUE,Up in RA
BAZ1A,0.477741831812151,10.681184485318,7.63312039125602,2.42938166069734e-09,3.32994287978889e-07,TRUE,Up in RA
PIP5K1C,-0.576953919920899,8.08956333829086,-7.60486742780458,2.65672259568423e-09,3.61016536860091e-07,TRUE,Down in RA
EXOC8,0.803949793574671,8.22103019682901,7.60099478577299,2.68951414392635e-09,3.62215943277423e-07,TRUE,Up in RA
PTBP1,-0.449206045753648,10.6012201628454,-7.59842407506014,2.71150677578735e-09,3.62215943277423e-07,TRUE,Down in RA
PKN2,0.688669433004241,9.9427484166883,7.59322894312076,2.75650687608519e-09,3.65132923426309e-07,TRUE,Up in RA
ROCK1,0.717556806299237,9.8359210325801,7.58816812022365,2.80106795128721e-09,3.65703520650231e-07,TRUE,Up in RA
UBL3,0.51919096415289,8.80071064767561,7.5874764072764,2.80721474330254e-09,3.65703520650231e-07,TRUE,Up in RA
ARFGAP2,-0.440979887171977,8.49186898345043,-7.58297226073957,2.8475742115708e-09,3.67781626049132e-07,TRUE,Down in RA
VBP1,0.779046593259492,9.08376709175539,7.58051589590811,2.86983061625599e-09,3.67781626049132e-07,TRUE,Up in RA
LEMD3,0.78695948283023,8.74044089809887,7.57748143914217,2.89756736783671e-09,3.68341567896856e-07,TRUE,Up in RA
RNH1,-0.535563546162548,8.50921702067024,-7.56920798834135,2.97457317363001e-09,3.74205517753748e-07,TRUE,Down in RA
SOCS5,0.891455040265971,5.70923036076501,7.56745259872118,2.99117523548641e-09,3.74205517753748e-07,TRUE,Up in RA
AP3D1,-0.440999167395429,8.79306355175083,-7.56175798387245,3.04567969587759e-09,3.78024008237153e-07,TRUE,Down in RA
FCHO2,0.982958851979645,8.90258719383644,7.54850987932955,3.17638856310221e-09,3.91167288438907e-07,TRUE,Up in RA
ETNK1,0.842312726754136,8.54445058015757,7.52796277164953,3.39039562268912e-09,4.14285319383322e-07,TRUE,Up in RA
SNX14,0.748545688777112,8.2082548523212,7.52391465966908,3.43424344155447e-09,4.16415225917101e-07,TRUE,Up in RA
ZMYM3,-0.599974180111864,7.00388530994626,-7.50634109909373,3.63132272332147e-09,4.36950687692491e-07,TRUE,Down in RA
ABHD13,0.814112437937072,6.64317334076277,7.49600549239762,3.75251834383271e-09,4.48113232226022e-07,TRUE,Up in RA
PTPN18,-0.560863158221841,9.02398904130989,-7.49232824102369,3.79661476696072e-09,4.4894739263273e-07,TRUE,Down in RA
ZCCHC10,1.32044691407491,7.03457963180354,7.49068687415919,3.81646581315649e-09,4.4894739263273e-07,TRUE,Up in RA
YAF2,0.759876073155203,6.57164960299578,7.48314837607823,3.9089907650165e-09,4.55724548985107e-07,TRUE,Up in RA
SLC35B3,0.687136581950822,8.25839465489684,7.47989164457948,3.94965926145503e-09,4.55724548985107e-07,TRUE,Up in RA
GMFB,0.703208646158079,8.70272656343864,7.47900452227526,3.96081096307553e-09,4.55724548985107e-07,TRUE,Up in RA
C5orf45,-0.478105957268446,9.49797899595792,-7.47523357349042,4.00856961489793e-09,4.57877411881421e-07,TRUE,Down in RA
GANAB,-0.468800592587706,8.76909003008069,-7.47248216754415,4.04378185387219e-09,4.58576499011419e-07,TRUE,Down in RA
MYNN,0.976729221391764,7.27983410822563,7.46436522644254,4.14948942198247e-09,4.67202869705069e-07,TRUE,Up in RA
EEA1,0.833953734649411,7.04107982645355,7.45566484109465,4.26589123955655e-09,4.76902436944183e-07,TRUE,Up in RA
ATF2,0.718699392945177,9.0939091831346,7.45072889280635,4.33338683553049e-09,4.81036455552585e-07,TRUE,Up in RA
ZNF362,-0.497745062721954,8.70177705014567,-7.4360229467761,4.54093086784079e-09,4.96755150484526e-07,TRUE,Down in RA
SARS,-0.473196544158436,9.1782718330282,-7.43566151027395,4.54615605741735e-09,4.96755150484526e-07,TRUE,Down in RA
SRRT,-0.468641312616494,8.95851579140428,-7.43404981909233,4.56952971009682e-09,4.96755150484526e-07,TRUE,Down in RA
SLC25A46,0.570292351374902,7.9017905825115,7.42454042502056,4.70992749920666e-09,5.0851087102736e-07,TRUE,Up in RA
ST8SIA4,0.744779017813463,9.02000948466787,7.42144684554524,4.7565325555825e-09,5.10049133834333e-07,TRUE,Up in RA
PAIP2,0.469473773840802,10.5575201231729,7.41290760175637,4.88760389960232e-09,5.2056283965832e-07,TRUE,Up in RA
MAD2L1,0.944581403281368,5.91001311635582,7.40859929844729,4.95510899877379e-09,5.24210625152156e-07,TRUE,Up in RA
RBM7,0.53810373904562,8.04873343856606,7.39374634580959,5.19512201714634e-09,5.45938055708519e-07,TRUE,Up in RA
PYROXD1,0.786230662965209,8.0948457523518,7.3901817106747,5.25444679076704e-09,5.48515528230867e-07,TRUE,Up in RA
LYPLAL1,0.575082979229951,8.38407696004027,7.38535660648092,5.3358382022348e-09,5.53347484090968e-07,TRUE,Up in RA
TRIM44,-0.486428303899978,8.90619203460401,-7.38188041433826,5.3952621207814e-09,5.55853051044949e-07,TRUE,Down in RA
PMAIP1,1.11527497482755,7.79346358793837,7.37867236879707,5.45069384203133e-09,5.57917448259349e-07,TRUE,Up in RA
NUDCD3,-0.471195919161853,9.08505935827183,-7.36552720752503,5.68388822614612e-09,5.78033097475751e-07,TRUE,Down in RA
SAMD9,0.8291448118004,8.68356860264945,7.3571338641854,5.83801942977523e-09,5.89901924817609e-07,TRUE,Up in RA
EIF6,-0.436703260723973,8.75733281009761,-7.34854382687999,6.00012543262801e-09,6.02420236907741e-07,TRUE,Down in RA
THAP5,0.905910825919046,7.86777617778581,7.3449543643671,6.06920026613208e-09,6.05498758196456e-07,TRUE,Up in RA
DEK,0.689159398509329,10.3246596380571,7.33938950491648,6.17787680941212e-09,6.12464604696624e-07,TRUE,Up in RA
AMN1,0.727349379121845,7.12391420833577,7.3346507181393,6.27196555027658e-09,6.17906206056311e-07,TRUE,Up in RA
SNX4,1.00547707085042,7.10866928648336,7.33043156172332,6.35695151323901e-09,6.18655346906216e-07,TRUE,Up in RA
BLZF1,0.789440719253054,5.76713274583074,7.33037669906266,6.35806421358923e-09,6.18655346906216e-07,TRUE,Up in RA
VPS11,-0.416153664318221,7.31606599341582,-7.32654177622834,6.43633069574238e-09,6.22428716300535e-07,TRUE,Down in RA
FLNA,-0.622246570220846,8.62830145684488,-7.31597084727376,6.65713459823789e-09,6.39197494276252e-07,TRUE,Down in RA
SSRP1,-0.431857815864165,8.44430440816445,-7.31438872463793,6.69083211035853e-09,6.39197494276252e-07,TRUE,Down in RA
AGL,0.988500781038783,7.31040740670335,7.31216872623671,6.73840565057705e-09,6.39864387168952e-07,TRUE,Up in RA
KHSRP,-0.500972101844506,9.64755622359092,-7.31016307950387,6.78167870585067e-09,6.40117373894156e-07,TRUE,Down in RA
NUP62,-0.465896792766416,8.83549280616215,-7.30120540504169,6.97838952508612e-09,6.5476401240436e-07,TRUE,Down in RA
ANAPC7,-0.36445177109075,8.49005504219978,-7.29930412336661,7.02087577838759e-09,6.54852454998364e-07,TRUE,Down in RA
XRCC6,-0.497016010891425,9.54942627959158,-7.29567759107859,7.10263862562369e-09,6.58581721504154e-07,TRUE,Down in RA
NUMA1,-0.49337464803846,7.7839734456586,-7.29368166995522,7.14804670193944e-09,6.58916141302172e-07,TRUE,Down in RA
THAP1,0.780760971008413,7.43555445094332,7.28681843288427,7.30643203116283e-09,6.69600512251277e-07,TRUE,Up in RA
ERGIC2,0.611090117918304,8.21277555058387,7.27759801553206,7.52479520663824e-09,6.85626282325078e-07,TRUE,Up in RA
IDH3B,-0.42777739697007,8.67495011273246,-7.27414117019661,7.60834633083569e-09,6.87320412023034e-07,TRUE,Down in RA
SENP7,0.936408421501371,8.06299348255198,7.27322709159277,7.63059519787039e-09,6.87320412023034e-07,TRUE,Up in RA
UBAP2,-0.5693872618891,8.10579180494263,-7.2656220164333,7.81826378074462e-09,6.96381206106976e-07,TRUE,Down in RA
FAM76B,0.840479952651519,8.70151123082899,7.26526747562275,7.82712525174477e-09,6.96381206106976e-07,TRUE,Up in RA
KPNA6,-0.451615066311643,9.02381008615242,-7.26380752531913,7.86372230457665e-09,6.96381206106976e-07,TRUE,Down in RA
DPM1,0.749580614801332,8.33141556465275,7.26085250856867,7.93832504209479e-09,6.99060433734861e-07,TRUE,Up in RA
YARS,-0.444143446574774,7.28974336017765,-7.25780649834936,8.01597129055675e-09,7.01976419183589e-07,TRUE,Down in RA
FGFR1OP2,0.786628160388527,9.32476689672633,7.2540764980617,8.11209598878269e-09,7.06469442382219e-07,TRUE,Up in RA
IDI1,0.678198852297594,8.12154623383952,7.25117033455476,8.18779388471821e-09,7.09143928597875e-07,TRUE,Up in RA
USP36,-0.494020769009693,7.62715712749653,-7.24654381363942,8.30977326381911e-09,7.13561331823511e-07,TRUE,Down in RA
TAF15,-0.566457884129748,8.37498219854223,-7.24546311109181,8.33852897364075e-09,7.13561331823511e-07,TRUE,Down in RA
POGK,-0.405918888945122,8.61410460841903,-7.24411271505892,8.37460168669349e-09,7.13561331823511e-07,TRUE,Down in RA
BAG4,0.670643062288186,7.71682975240692,7.23741783940764,8.55577453214033e-09,7.17952336921064e-07,TRUE,Up in RA
GON4L,-0.378977433725077,8.85289278838276,-7.23724998169438,8.56036737752447e-09,7.17952336921064e-07,TRUE,Down in RA
DNMT1,-0.596447892256368,8.37181170079721,-7.23716198554822,8.5627760795001e-09,7.17952336921064e-07,TRUE,Down in RA
COG6,0.750087518796948,7.20765547052115,7.23044528262049,8.74866015333085e-09,7.29656772470657e-07,TRUE,Up in RA
NCKAP1L,-0.42203181101053,8.82206208241467,-7.227638045861,8.82754944639702e-09,7.32361378545032e-07,TRUE,Down in RA
RNF40,-0.59461298260469,8.12165089800052,-7.20939493270743,9.35797162008941e-09,7.68729948948795e-07,TRUE,Down in RA
GOLT1B,0.874036107523757,8.09939810622069,7.20921180904366,9.36345557306152e-09,7.68729948948795e-07,TRUE,Up in RA
EXOSC10,-0.510690436055583,8.46719976307938,-7.20736324117498,9.41899566731032e-09,7.69283050278822e-07,TRUE,Down in RA
BNIP2,0.527319018241993,9.40208334533697,7.20379805581736,9.52705008628728e-09,7.74097373763641e-07,TRUE,Up in RA
ARID4B,0.714413031644724,9.88456563157179,7.20015961341633,9.63861199769387e-09,7.79145850869992e-07,TRUE,Up in RA
FTSJ3,-0.525552851278255,7.96177431433979,-7.18310544677993,1.01793196141672e-08,8.16448729635636e-07,TRUE,Down in RA
LPGAT1,0.478053002370633,10.5918805985623,7.18235914562684,1.02036667980854e-08,8.16448729635636e-07,TRUE,Up in RA
TMX3,0.877504422082141,8.33730840405416,7.17898575583279,1.03144532353549e-08,8.21145082570201e-07,TRUE,Up in RA
GALNT1,0.521479528987846,9.4137931070439,7.16591877524564,1.07551432329529e-08,8.51914183023027e-07,TRUE,Up in RA
GBP3,0.982967302037178,7.15093837278581,7.16435791131146,1.08090361355456e-08,8.51914183023027e-07,TRUE,Up in RA
UBR3,0.723397724070375,7.13552328609759,7.15320882923269,1.12019772540882e-08,8.78346094703359e-07,TRUE,Up in RA
NFYB,1.11141077519215,6.05159598127861,7.14855169043273,1.13703439145713e-08,8.78346094703359e-07,TRUE,Up in RA
LOC100128751,-0.785580487136668,7.55589416985456,-7.1480375604068,1.13890864015313e-08,8.78346094703359e-07,TRUE,Down in RA
TSNAX,0.644664284516693,9.49273302863842,7.14783996261616,1.13962980528244e-08,8.78346094703359e-07,TRUE,Up in RA
ACTR6,1.23480295214489,6.34539663149958,7.14710908153394,1.14230127142161e-08,8.78346094703359e-07,TRUE,Up in RA
STX7,0.613249124940449,9.50314401549393,7.14018706430565,1.16791685177426e-08,8.93683171578524e-07,TRUE,Up in RA
STXBP3,0.604887138143646,9.21768762414894,7.13433315352323,1.19003064554283e-08,9.06205462110705e-07,TRUE,Up in RA
ANKRD13C,0.941829681785743,6.84972895010949,7.13023467428866,1.20576351220062e-08,9.13771646289343e-07,TRUE,Up in RA
ANKRD49,0.876844150988825,8.40490012444512,7.11505121807717,1.26589530018591e-08,9.47482856917776e-07,TRUE,Up in RA
FBXO8,0.597213888515779,6.49728497803805,7.11474150074273,1.26715280769431e-08,9.47482856917776e-07,TRUE,Up in RA
DCUN1D5,0.763658617305175,7.24522064852186,7.11274277397816,1.27529828912822e-08,9.47482856917776e-07,TRUE,Up in RA
MTMR6,0.680123215665161,8.76872498791265,7.11186443179486,1.27889447767494e-08,9.47482856917776e-07,TRUE,Up in RA
AP1AR,0.875146217479909,6.90173640689809,7.11152157242176,1.28030101201222e-08,9.47482856917776e-07,TRUE,Up in RA
ZBTB20,-0.553383682165976,8.47990086156207,-7.10526733799872,1.30623317424786e-08,9.62156706806963e-07,TRUE,Down in RA
RAD54L2,-0.421489462854429,5.83280978237074,-7.10082049025605,1.32499229222612e-08,9.68043787094389e-07,TRUE,Down in RA
IKZF5,0.84414518222738,8.31112063825435,7.10046396011741,1.32650801251277e-08,9.68043787094389e-07,TRUE,Up in RA
BAZ1B,-0.515833970473613,9.01670763852145,-7.09823231528856,1.33603515700499e-08,9.69272626627326e-07,TRUE,Down in RA
NAT10,-0.546879066448973,6.34939452529493,-7.09610170826521,1.34519521756508e-08,9.69272626627326e-07,TRUE,Down in RA
CASC4,0.628590341096929,9.0026340912283,7.09576722131161,1.34663899785183e-08,9.69272626627326e-07,TRUE,Up in RA
